trial_id,participant_id,age,gender,height_cm,weight_kg,surface,shoes,false_start,total_time_sec,performance_band,timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,split_1_sec,split_2_sec,split_3_sec,split_4_sec,max_velocity_ms,avg_velocity_ms,stride_length_cm,stride_frequency_hz,avg_turn_time_ms,change_of_direction_deficit,acceleration_time_sec,deceleration_time_sec,reaction_time_ms,fatigue_index,coordination_score,balance_score,agility_rating,knee_lift_angle_deg,arm_swing_amplitude_deg,body_lean_angle_deg,foot_strike_pattern,balance_recovery_time_ms,hr_baseline_bpm,hr_peak_bpm,hr_recovery_30s_bpm
SH4446,P446,20,M,184.0,72.4,gym_floor,basketball_shoes,1,11.72,Very Good,1704213150000,0.81,-1.49,9.4,-0.1,-0.276,0.229,2.85,2.73,2.99,3.15,3.08,3.41,149.0,3.4,632.0,0.35,1.96,1.36,294.0,0.31,7.9,7.6,7.4,79.0,86.0,11.0,midfoot,389.0,76.0,133.0,114.0
SH4447,P447,28,M,185.8,61.2,rubberized_floor,basketball_shoes,0,11.86,Good,1704213180000,-0.62,-0.32,10.1,-0.576,-0.365,-0.949,2.92,2.86,2.94,3.13,3.93,3.37,194.0,3.3,469.0,0.25,1.86,1.17,292.0,0.06,6.7,9.7,8.0,75.0,106.0,13.0,forefoot,163.0,72.0,150.0,120.0
SH4448,P448,30,F,174.1,62.9,gym_floor,cross_trainers,0,12.96,Average,1704213210000,0.95,0.01,9.68,0.137,0.199,-0.155,3.01,3.48,3.23,3.23,3.36,3.09,142.0,3.9,531.0,0.49,1.46,0.91,222.0,0.06,9.8,10.0,7.1,88.0,82.0,21.0,forefoot,381.0,65.0,145.0,127.0
SH4449,P449,23,M,170.6,80.3,grass,running_shoes,0,14.51,Below Average,1704213240000,2.0,-0.99,10.39,-0.457,0.154,0.504,3.8,3.5,3.88,3.32,3.11,2.76,185.0,3.6,575.0,0.58,1.83,1.23,193.0,0.09,9.3,8.6,7.9,74.0,108.0,24.0,midfoot,115.0,60.0,134.0,107.0
SH4450,P450,28,F,150.0,45.0,rubberized_floor,cross_trainers,0,13.38,Average,1704213270000,1.09,1.0,10.29,-0.09,-0.417,0.883,3.29,3.58,3.25,3.26,3.21,2.99,157.0,4.0,637.0,0.12,1.72,1.22,273.0,0.34,9.3,7.3,8.9,68.0,137.0,20.0,midfoot,344.0,76.0,124.0,97.0
SH4451,P451,19,M,179.4,82.1,grass,turf_shoes,0,12.69,Average,1704213300000,1.39,-1.34,9.88,0.433,0.427,0.573,2.9,3.0,3.02,3.77,3.18,3.15,182.0,3.4,441.0,0.44,1.83,1.37,173.0,0.13,6.3,6.1,7.7,94.0,140.0,25.0,heel,394.0,64.0,105.0,83.0
SH4452,P452,34,F,166.0,45.0,gym_floor,basketball_shoes,0,15.27,Below Average,1704213330000,2.45,-0.9,8.91,0.506,-0.081,-0.113,3.5,3.6,3.96,4.21,2.81,2.62,156.0,4.2,762.0,0.19,1.95,0.81,278.0,0.29,6.8,8.0,9.8,88.0,99.0,20.0,midfoot,301.0,77.0,147.0,125.0
SH4453,P453,20,M,174.1,94.4,concrete,basketball_shoes,0,14.27,Below Average,1704213360000,-0.22,0.89,9.17,-0.584,0.338,0.279,3.65,3.5,3.75,3.38,3.3,2.8,193.0,3.7,555.0,0.23,1.49,0.95,183.0,0.07,8.8,7.0,9.6,90.0,102.0,12.0,midfoot,361.0,68.0,114.0,85.0
SH4454,P454,17,M,180.6,99.7,synthetic_track,spikes,0,12.62,Average,1704213390000,0.26,-0.7,10.29,0.248,0.061,-0.386,3.39,3.02,3.09,3.11,3.05,3.17,198.0,3.4,612.0,0.19,1.55,1.34,172.0,0.4,8.5,8.8,7.0,70.0,123.0,20.0,forefoot,276.0,62.0,118.0,93.0
SH4455,P455,21,M,172.9,72.2,rubberized_floor,cross_trainers,0,11.33,Very Good,1704213420000,-0.76,-1.23,9.51,-0.401,0.168,1.052,3.14,2.74,2.64,2.81,3.72,3.53,168.0,4.3,442.0,0.17,1.79,1.05,193.0,0.19,7.8,9.1,9.9,62.0,101.0,12.0,midfoot,307.0,67.0,132.0,100.0
SH4456,P456,15,F,150.0,62.1,gym_floor,basketball_shoes,0,15.76,Below Average,1704213450000,-0.73,-0.06,9.8,-0.197,0.164,0.671,3.99,4.19,3.96,3.62,2.13,2.54,172.0,3.2,554.0,0.4,1.55,1.28,244.0,0.06,8.0,9.1,7.1,65.0,125.0,8.0,forefoot,383.0,62.0,112.0,93.0
SH4457,P457,33,F,165.1,58.0,rubberized_floor,spikes,0,13.47,Average,1704213480000,1.41,1.11,10.24,0.379,-0.14,0.742,3.27,3.1,3.26,3.84,2.76,2.97,127.0,3.2,559.0,0.21,1.41,0.85,237.0,0.23,9.7,6.7,6.6,80.0,91.0,17.0,forefoot,232.0,73.0,126.0,111.0
SH4458,P458,17,F,167.6,46.8,rubberized_floor,turf_shoes,0,12.87,Average,1704213510000,0.3,-0.94,9.23,0.305,0.2,-0.529,2.89,3.27,3.05,3.66,3.66,3.11,141.0,3.5,611.0,0.58,1.87,1.15,154.0,0.35,9.2,7.9,7.5,82.0,92.0,23.0,forefoot,319.0,75.0,148.0,117.0
SH4459,P459,27,F,166.2,74.2,grass,running_shoes,0,16.0,Below Average,1704213540000,-2.4,-1.15,9.88,-0.747,-0.017,-0.729,3.73,3.98,4.18,4.1,2.17,2.5,146.0,3.2,502.0,0.39,1.85,1.15,224.0,0.16,6.2,8.1,6.9,67.0,98.0,10.0,midfoot,168.0,62.0,134.0,119.0
SH4460,P460,18,M,175.2,45.0,synthetic_track,cross_trainers,0,11.2,Very Good,1704213570000,-1.28,-0.31,8.95,-0.602,-0.071,0.936,2.68,2.72,2.68,3.11,3.7,3.57,145.0,3.5,616.0,0.52,1.83,1.35,183.0,0.07,8.3,6.8,7.1,77.0,123.0,20.0,midfoot,133.0,68.0,135.0,117.0
SH4461,P461,26,F,150.0,58.9,gym_floor,basketball_shoes,0,15.1,Below Average,1704213600000,0.51,0.44,8.57,0.085,-0.362,0.544,3.51,3.58,3.76,4.24,2.83,2.65,145.0,3.5,484.0,0.59,1.61,1.11,267.0,0.31,9.3,8.0,6.2,74.0,84.0,11.0,heel,290.0,76.0,123.0,98.0
SH4462,P462,20,M,175.3,45.0,synthetic_track,running_shoes,0,11.34,Very Good,1704213630000,-0.18,0.18,8.63,0.161,-0.448,0.902,2.77,2.84,2.93,2.8,3.43,3.53,159.0,4.5,558.0,0.32,1.41,0.99,154.0,0.35,9.2,8.0,7.7,83.0,136.0,9.0,midfoot,313.0,71.0,118.0,102.0
SH4463,P463,16,F,171.2,52.9,rubberized_floor,spikes,0,12.79,Average,1704213660000,2.13,-0.37,9.37,-0.41,-0.139,-0.189,3.37,3.12,3.11,3.19,3.65,3.13,178.0,3.2,472.0,0.29,1.93,1.32,262.0,0.24,9.0,6.5,8.3,68.0,126.0,18.0,forefoot,364.0,61.0,124.0,98.0
SH4464,P464,22,F,158.5,61.8,gym_floor,running_shoes,0,13.58,Below Average,1704213690000,-0.79,-0.37,9.56,0.545,-0.011,0.566,2.99,3.38,3.13,4.07,3.38,2.95,146.0,4.2,667.0,0.38,1.63,0.93,156.0,0.38,9.2,9.2,6.7,86.0,98.0,11.0,forefoot,365.0,64.0,108.0,92.0
SH4465,P465,31,F,154.3,45.0,synthetic_track,running_shoes,0,13.79,Below Average,1704213720000,-0.37,-0.92,9.52,0.062,0.24,-0.699,3.84,3.59,3.37,3.0,3.19,2.9,148.0,3.5,406.0,0.24,1.99,0.89,234.0,0.09,6.7,6.8,9.1,70.0,110.0,22.0,forefoot,123.0,78.0,137.0,102.0
SH4466,P466,16,M,179.7,66.0,synthetic_track,spikes,0,10.53,Very Good,1704213750000,-1.62,1.03,8.71,0.422,-0.016,0.865,2.51,2.59,2.63,2.8,3.19,3.8,143.0,3.1,528.0,0.36,1.44,1.14,231.0,0.14,9.3,7.1,8.6,82.0,137.0,22.0,forefoot,165.0,67.0,140.0,113.0
SH4467,P467,33,M,181.1,94.4,synthetic_track,running_shoes,0,13.47,Average,1704213780000,-1.5,0.05,9.95,0.748,0.492,-1.044,3.65,3.19,3.33,3.3,3.55,2.97,156.0,3.2,657.0,0.2,1.26,1.03,241.0,0.39,6.9,7.8,7.7,93.0,133.0,13.0,midfoot,119.0,73.0,139.0,122.0
SH4468,P468,16,M,172.6,57.4,gym_floor,basketball_shoes,0,12.18,Good,1704213810000,2.3,-0.09,10.12,-0.011,-0.312,-0.92,3.05,2.91,3.0,3.22,3.08,3.28,144.0,4.2,529.0,0.57,1.61,1.25,219.0,0.38,8.4,7.2,9.2,81.0,100.0,23.0,midfoot,217.0,74.0,149.0,133.0
SH4469,P469,30,M,167.1,61.3,gym_floor,running_shoes,0,12.21,Good,1704213840000,-0.41,-0.48,9.66,-0.391,0.156,-1.118,2.97,3.03,3.28,2.94,3.08,3.28,183.0,4.1,538.0,0.38,1.96,1.39,266.0,0.36,7.4,8.4,6.1,80.0,90.0,15.0,midfoot,361.0,73.0,142.0,117.0
SH4470,P470,30,M,171.1,52.5,rubberized_floor,turf_shoes,0,11.27,Very Good,1704213870000,-0.26,-0.11,8.61,0.539,0.122,-1.041,2.76,2.86,3.01,2.63,4.13,3.55,141.0,3.5,483.0,0.24,1.85,1.07,196.0,0.37,8.7,8.7,6.2,86.0,135.0,18.0,midfoot,381.0,76.0,129.0,102.0
SH4471,P471,32,F,159.6,63.6,synthetic_track,running_shoes,0,14.71,Below Average,1704213900000,-2.49,-0.27,9.1,-0.701,-0.199,-0.397,3.38,3.74,3.55,4.04,3.07,2.72,170.0,4.4,550.0,0.11,1.57,1.39,262.0,0.11,8.2,9.2,8.1,83.0,129.0,20.0,forefoot,200.0,80.0,156.0,131.0
SH4472,P472,27,M,166.1,81.4,grass,spikes,0,14.25,Below Average,1704213930000,0.44,-1.28,9.45,0.551,-0.175,0.006,3.93,3.61,3.67,3.03,2.48,2.81,200.0,3.5,601.0,0.22,1.48,1.22,231.0,0.28,7.9,8.5,9.9,66.0,99.0,22.0,forefoot,283.0,75.0,128.0,107.0
SH4473,P473,16,F,166.8,50.5,synthetic_track,spikes,0,12.11,Good,1704213960000,1.04,0.38,8.79,0.251,0.434,0.002,3.13,2.84,2.84,3.29,3.79,3.3,165.0,4.2,593.0,0.59,1.94,1.29,206.0,0.07,9.9,8.8,10.0,85.0,94.0,14.0,forefoot,102.0,70.0,113.0,94.0
SH4474,P474,29,F,169.5,60.8,grass,running_shoes,0,14.59,Below Average,1704213990000,1.24,-0.87,9.47,0.286,0.114,-0.815,3.88,3.86,3.67,3.18,3.1,2.74,156.0,3.8,407.0,0.28,1.62,1.13,192.0,0.16,10.0,7.3,9.1,61.0,89.0,15.0,midfoot,260.0,69.0,142.0,112.0
SH4475,P475,17,M,176.3,69.7,concrete,basketball_shoes,0,12.35,Good,1704214020000,1.56,0.2,8.62,0.352,-0.102,0.539,3.42,3.19,2.88,2.86,3.2,3.24,169.0,3.1,506.0,0.26,1.23,1.4,172.0,0.13,7.7,7.1,6.3,76.0,88.0,10.0,midfoot,278.0,64.0,124.0,104.0
SH4476,P476,31,M,185.6,72.9,synthetic_track,running_shoes,0,11.66,Good,1704214050000,0.13,0.31,8.8,0.402,0.269,-0.002,2.61,2.91,2.76,3.37,3.94,3.43,141.0,3.1,568.0,0.15,1.94,1.21,167.0,0.35,9.2,6.7,7.3,76.0,133.0,19.0,heel,311.0,71.0,111.0,90.0
SH4477,P477,20,F,176.8,60.0,rubberized_floor,running_shoes,0,13.42,Average,1704214080000,-0.59,0.27,9.91,0.424,-0.236,-0.71,3.38,3.36,3.27,3.41,3.48,2.98,176.0,3.3,527.0,0.13,1.64,0.86,280.0,0.17,8.3,8.1,8.7,81.0,110.0,11.0,forefoot,254.0,62.0,110.0,86.0
SH4478,P478,29,M,176.4,86.8,gym_floor,turf_shoes,0,13.03,Average,1704214110000,-1.32,1.37,9.04,-0.055,0.038,-0.343,3.42,3.38,3.04,3.18,3.13,3.07,143.0,4.1,499.0,0.58,1.51,1.34,153.0,0.36,9.4,6.8,8.4,78.0,138.0,14.0,forefoot,186.0,67.0,126.0,108.0
SH4479,P479,28,M,170.7,72.7,concrete,running_shoes,0,12.37,Good,1704214140000,0.5,0.19,10.07,0.316,-0.452,0.043,2.96,3.26,3.27,2.88,3.7,3.23,189.0,4.2,604.0,0.44,1.23,1.15,193.0,0.14,7.1,8.4,7.2,73.0,102.0,23.0,forefoot,209.0,65.0,127.0,105.0
SH4480,P480,31,M,176.6,69.7,rubberized_floor,turf_shoes,0,11.51,Good,1704214170000,-2.48,-0.45,8.88,-0.237,-0.245,-0.669,2.57,2.81,2.95,3.19,3.06,3.47,199.0,3.4,532.0,0.23,1.32,1.29,183.0,0.21,9.2,7.9,7.4,88.0,122.0,16.0,forefoot,271.0,75.0,120.0,94.0
SH4481,P481,19,M,176.4,68.6,gym_floor,spikes,0,10.81,Very Good,1704214200000,0.03,0.71,8.65,0.695,0.104,-1.155,2.39,2.5,2.5,3.41,3.53,3.7,160.0,3.4,562.0,0.5,1.75,0.89,218.0,0.33,8.3,9.8,8.4,89.0,103.0,11.0,midfoot,333.0,74.0,132.0,113.0
SH4482,P482,33,F,166.2,51.2,grass,turf_shoes,0,15.23,Below Average,1704214230000,-1.23,-1.01,10.27,-0.02,-0.379,0.633,3.48,3.81,3.98,3.96,2.68,2.63,162.0,4.2,590.0,0.28,1.23,0.87,240.0,0.37,7.2,9.7,8.9,60.0,111.0,20.0,forefoot,317.0,73.0,138.0,103.0
SH4483,P483,18,M,157.8,87.0,concrete,basketball_shoes,0,15.14,Below Average,1704214260000,0.02,0.84,9.25,0.517,-0.002,-0.615,4.03,4.01,3.59,3.51,2.76,2.64,148.0,3.0,510.0,0.47,1.23,1.38,174.0,0.1,7.0,8.4,8.6,61.0,125.0,10.0,forefoot,254.0,75.0,126.0,96.0
SH4484,P484,16,F,156.9,72.8,concrete,spikes,0,14.56,Below Average,1704214290000,-0.44,1.15,9.15,0.349,0.098,0.756,3.39,3.45,3.47,4.25,3.18,2.75,176.0,3.7,542.0,0.32,1.38,1.1,265.0,0.38,10.0,6.8,7.1,78.0,126.0,8.0,midfoot,113.0,80.0,142.0,124.0
SH4485,P485,15,M,178.4,78.5,grass,spikes,1,13.38,Average,1704214320000,0.68,-0.56,9.79,-0.529,0.424,-0.323,3.08,3.3,3.52,3.48,2.58,2.99,152.0,3.7,619.0,0.36,1.91,1.16,164.0,0.36,9.5,9.5,7.8,66.0,113.0,10.0,heel,104.0,67.0,146.0,127.0
SH4486,P486,32,F,161.2,66.6,grass,turf_shoes,0,16.0,Below Average,1704214350000,-2.44,1.15,8.55,0.335,-0.049,-1.043,3.71,4.22,3.94,4.13,2.47,2.5,172.0,3.5,546.0,0.39,1.98,1.02,268.0,0.17,8.0,9.2,8.5,74.0,82.0,22.0,forefoot,268.0,67.0,142.0,113.0
SH4487,P487,31,M,174.1,66.2,synthetic_track,cross_trainers,0,12.18,Good,1704214380000,0.87,0.01,9.16,0.159,0.184,-0.507,3.12,3.19,3.09,2.77,3.41,3.28,171.0,4.0,592.0,0.4,1.77,1.17,157.0,0.32,9.9,8.5,7.7,64.0,113.0,8.0,midfoot,155.0,67.0,137.0,110.0
SH4488,P488,24,M,170.1,62.5,gym_floor,cross_trainers,0,10.84,Very Good,1704214410000,-0.27,-0.32,9.75,-0.127,0.087,-0.602,2.68,2.59,2.74,2.83,4.43,3.69,160.0,3.1,656.0,0.27,1.22,1.12,238.0,0.37,6.2,6.4,9.8,63.0,139.0,21.0,midfoot,373.0,79.0,147.0,120.0
SH4489,P489,20,M,168.9,49.8,synthetic_track,turf_shoes,0,10.82,Very Good,1704214440000,-1.85,0.14,9.03,0.107,-0.203,0.035,2.51,2.58,2.79,2.94,3.88,3.7,165.0,4.1,457.0,0.14,1.83,1.15,248.0,0.1,8.1,9.2,9.8,82.0,80.0,14.0,midfoot,361.0,67.0,117.0,99.0
SH4490,P490,27,F,176.4,45.0,rubberized_floor,basketball_shoes,0,13.45,Average,1704214470000,-0.02,-0.71,9.44,-0.238,0.485,-0.747,3.14,3.58,3.52,3.21,2.52,2.97,166.0,3.1,662.0,0.34,1.47,1.01,157.0,0.21,6.5,9.5,7.0,79.0,101.0,14.0,forefoot,305.0,65.0,143.0,120.0
SH4491,P491,23,F,154.2,55.5,concrete,running_shoes,0,14.31,Below Average,1704214500000,-0.81,-0.92,10.04,0.152,-0.011,-0.274,3.38,3.3,3.46,4.16,2.56,2.8,126.0,4.1,424.0,0.2,1.3,1.18,202.0,0.13,9.8,9.7,8.2,73.0,83.0,18.0,heel,300.0,72.0,124.0,100.0
SH4492,P492,29,F,159.6,69.9,synthetic_track,turf_shoes,0,14.01,Below Average,1704214530000,2.05,-0.51,8.85,-0.602,-0.418,-0.815,3.82,3.74,3.42,3.03,2.4,2.86,165.0,3.1,559.0,0.39,1.67,1.13,288.0,0.08,6.7,8.7,6.9,84.0,103.0,14.0,forefoot,211.0,65.0,138.0,111.0
SH4493,P493,18,M,168.1,79.2,rubberized_floor,basketball_shoes,0,13.13,Average,1704214560000,1.04,1.42,9.24,0.579,0.431,-1.183,3.03,3.38,3.15,3.56,3.31,3.05,190.0,4.3,602.0,0.21,1.48,1.12,287.0,0.18,6.3,8.0,8.4,68.0,112.0,22.0,forefoot,359.0,64.0,138.0,112.0
SH4494,P494,19,M,163.9,64.2,grass,running_shoes,0,13.37,Average,1704214590000,-2.12,0.52,10.4,0.36,0.239,-0.721,3.65,3.51,3.17,3.03,2.77,2.99,155.0,4.4,498.0,0.3,1.31,1.1,218.0,0.18,7.9,9.9,8.6,81.0,112.0,19.0,forefoot,373.0,60.0,122.0,92.0
SH4495,P495,28,F,168.9,76.1,gym_floor,turf_shoes,0,14.08,Below Average,1704214620000,-2.3,-1.48,9.08,0.671,0.061,-1.125,3.23,3.67,3.47,3.71,2.31,2.84,162.0,3.5,396.0,0.33,1.69,0.84,289.0,0.06,7.0,9.9,9.4,80.0,97.0,22.0,forefoot,157.0,61.0,129.0,96.0
SH4496,P496,30,M,166.1,61.8,gym_floor,cross_trainers,0,11.24,Very Good,1704214650000,1.16,0.27,9.74,-0.377,-0.394,-0.067,2.84,2.77,2.9,2.73,3.63,3.56,192.0,3.9,458.0,0.54,1.73,1.15,224.0,0.32,8.2,8.0,6.7,79.0,106.0,24.0,forefoot,138.0,78.0,123.0,97.0
SH4497,P497,31,F,163.7,63.4,gym_floor,basketball_shoes,0,14.48,Below Average,1704214680000,-1.48,0.62,9.88,0.136,0.022,-0.504,3.84,3.41,3.39,3.85,2.92,2.76,142.0,3.6,700.0,0.42,1.52,0.99,153.0,0.31,10.0,8.4,6.3,76.0,134.0,21.0,midfoot,165.0,67.0,134.0,102.0
SH4498,P498,18,M,174.1,63.3,rubberized_floor,cross_trainers,0,11.55,Good,1704214710000,0.46,-1.49,10.37,-0.355,-0.377,0.662,3.2,3.09,2.84,2.42,3.75,3.46,185.0,3.8,487.0,0.45,1.93,1.06,188.0,0.1,7.7,9.4,6.1,91.0,114.0,9.0,forefoot,348.0,62.0,114.0,81.0
SH4499,P499,24,M,178.3,57.8,gym_floor,running_shoes,1,11.83,Good,1704214740000,1.99,-1.26,9.29,0.143,0.345,0.085,2.68,3.18,3.02,2.95,3.72,3.38,165.0,4.3,571.0,0.39,1.76,0.86,184.0,0.19,9.3,9.7,6.4,78.0,134.0,25.0,midfoot,322.0,76.0,122.0,99.0
SH4500,P500,18,F,158.3,61.1,rubberized_floor,running_shoes,0,13.87,Below Average,1704214770000,2.14,-1.5,10.35,0.716,-0.498,-1.171,3.71,3.29,3.62,3.26,2.62,2.88,179.0,3.9,470.0,0.51,1.28,0.98,288.0,0.38,8.8,8.8,6.5,61.0,129.0,10.0,forefoot,310.0,62.0,120.0,97.0
SH4501,P501,25,M,183.3,77.5,synthetic_track,cross_trainers,0,11.1,Very Good,1704214800000,2.03,-1.48,9.62,0.149,0.319,-0.678,2.55,2.64,2.9,3.01,4.25,3.6,198.0,4.2,404.0,0.23,1.4,1.24,206.0,0.18,7.3,9.2,6.1,72.0,123.0,19.0,heel,284.0,77.0,126.0,98.0
SH4502,P502,17,F,158.3,69.7,concrete,basketball_shoes,0,15.87,Below Average,1704214830000,1.91,-0.74,8.62,0.062,-0.164,0.506,4.38,4.21,4.2,3.07,2.02,2.52,138.0,3.6,566.0,0.14,1.3,0.94,154.0,0.14,9.5,6.5,7.4,88.0,136.0,15.0,forefoot,272.0,61.0,114.0,83.0
SH4503,P503,32,F,158.2,46.8,grass,turf_shoes,0,14.89,Below Average,1704214860000,-0.15,-1.21,10.14,0.364,-0.238,-0.855,3.74,3.77,3.95,3.42,3.22,2.69,147.0,3.6,577.0,0.55,1.78,1.2,287.0,0.07,6.7,7.7,7.6,94.0,135.0,19.0,forefoot,331.0,77.0,124.0,91.0
SH4504,P504,22,M,169.1,66.5,rubberized_floor,basketball_shoes,0,11.41,Very Good,1704214890000,-1.48,0.12,10.36,-0.249,0.318,0.031,3.12,2.96,2.84,2.49,3.95,3.51,163.0,3.2,543.0,0.2,1.43,1.33,178.0,0.15,8.7,6.7,7.4,65.0,129.0,9.0,forefoot,186.0,68.0,144.0,120.0
SH4505,P505,32,M,159.3,51.1,synthetic_track,running_shoes,0,11.94,Good,1704214920000,-1.09,0.34,9.83,0.503,0.205,0.278,2.78,3.16,3.08,2.92,3.71,3.35,167.0,4.4,534.0,0.48,1.59,0.98,179.0,0.3,7.1,7.0,7.8,89.0,85.0,21.0,forefoot,124.0,66.0,141.0,112.0
SH4506,P506,18,F,154.1,73.7,concrete,turf_shoes,0,15.15,Below Average,1704214950000,-1.19,-0.95,10.34,-0.274,-0.288,0.248,3.8,3.99,4.05,3.31,3.04,2.64,165.0,3.6,555.0,0.23,1.46,1.25,288.0,0.37,6.8,7.6,9.9,62.0,136.0,11.0,midfoot,157.0,68.0,124.0,99.0
SH4507,P507,19,F,164.0,66.1,rubberized_floor,spikes,0,12.71,Average,1704214980000,-1.78,-0.48,9.35,-0.3,0.272,-1.165,3.53,3.2,3.11,2.87,3.69,3.15,180.0,4.0,533.0,0.5,1.36,0.81,214.0,0.36,9.7,7.2,9.1,69.0,112.0,14.0,midfoot,261.0,75.0,132.0,102.0
SH4508,P508,18,F,152.6,47.8,concrete,cross_trainers,0,13.44,Average,1704215010000,1.16,-0.21,10.07,0.65,0.406,0.679,3.13,3.43,3.29,3.59,2.52,2.98,126.0,4.3,686.0,0.59,1.62,0.99,173.0,0.38,6.9,7.0,9.4,75.0,119.0,15.0,heel,212.0,68.0,142.0,125.0
SH4509,P509,25,M,173.3,89.3,gym_floor,spikes,0,12.8,Average,1704215040000,1.9,-0.36,10.11,0.117,-0.349,0.53,3.2,3.23,3.09,3.28,2.62,3.13,165.0,4.1,521.0,0.53,1.22,1.04,195.0,0.27,7.5,8.1,6.0,68.0,83.0,12.0,midfoot,181.0,69.0,114.0,84.0
SH4510,P510,29,F,182.3,45.0,grass,running_shoes,0,15.27,Below Average,1704215070000,2.34,1.02,9.25,-0.604,0.118,0.675,4.08,3.82,4.08,3.29,3.01,2.62,134.0,3.5,408.0,0.53,1.69,1.01,190.0,0.18,7.1,8.3,7.5,85.0,105.0,16.0,midfoot,245.0,79.0,122.0,93.0
SH4511,P511,33,F,159.1,64.6,rubberized_floor,turf_shoes,0,13.61,Below Average,1704215100000,2.06,-0.55,9.59,-0.538,-0.457,0.393,3.38,3.41,3.39,3.43,3.0,2.94,171.0,3.7,544.0,0.38,1.45,1.12,247.0,0.1,8.4,9.0,9.4,63.0,115.0,12.0,midfoot,379.0,69.0,133.0,104.0
SH4512,P512,25,F,152.8,57.2,grass,cross_trainers,0,15.8,Below Average,1704215130000,-2.23,-0.94,8.6,0.024,0.081,-1.145,3.75,4.2,3.73,4.12,2.33,2.53,163.0,3.6,566.0,0.23,1.56,1.13,234.0,0.22,6.9,9.7,6.4,90.0,107.0,18.0,heel,115.0,70.0,147.0,130.0
SH4513,P513,16,F,163.3,59.6,gym_floor,cross_trainers,0,12.95,Average,1704215160000,0.64,-1.27,8.54,-0.491,0.288,-0.434,3.42,3.46,3.05,3.03,3.36,3.09,145.0,4.2,441.0,0.16,1.44,0.95,249.0,0.22,8.0,6.6,8.0,64.0,82.0,25.0,midfoot,362.0,60.0,132.0,99.0
SH4514,P514,15,M,156.8,61.6,grass,basketball_shoes,0,14.33,Below Average,1704215190000,0.48,-1.0,8.56,0.443,0.316,0.252,3.39,3.61,3.31,4.01,2.74,2.79,191.0,3.8,467.0,0.39,1.4,1.4,152.0,0.39,7.7,6.8,9.8,71.0,125.0,14.0,midfoot,270.0,77.0,140.0,108.0
SH4515,P515,26,F,160.1,70.1,concrete,turf_shoes,0,14.78,Below Average,1704215220000,1.99,-1.23,10.12,0.061,0.113,-0.274,3.78,3.73,3.47,3.8,2.24,2.71,126.0,4.5,608.0,0.59,1.64,1.06,168.0,0.18,9.8,7.9,7.9,83.0,124.0,25.0,midfoot,304.0,64.0,118.0,89.0
SH4516,P516,16,F,163.9,73.9,synthetic_track,turf_shoes,0,13.94,Below Average,1704215250000,0.81,-0.1,9.17,-0.544,-0.059,0.418,3.4,3.69,3.61,3.24,2.38,2.87,145.0,3.2,494.0,0.1,1.54,1.1,164.0,0.09,7.8,7.5,8.9,79.0,82.0,15.0,forefoot,164.0,70.0,131.0,108.0
SH4517,P517,29,M,174.3,56.7,synthetic_track,spikes,0,10.99,Very Good,1704215280000,0.09,-1.07,9.71,0.008,0.325,-0.834,2.44,2.69,2.67,3.19,3.48,3.64,178.0,4.1,609.0,0.19,1.35,0.97,151.0,0.2,6.1,8.3,8.8,76.0,117.0,21.0,midfoot,147.0,68.0,132.0,107.0
SH4518,P518,26,F,169.2,65.7,grass,turf_shoes,0,15.09,Below Average,1704215310000,-0.86,1.25,10.14,0.366,-0.113,-1.076,3.99,3.86,3.79,3.46,3.15,2.65,146.0,3.5,508.0,0.51,1.51,1.09,175.0,0.27,6.7,9.5,7.0,65.0,139.0,18.0,forefoot,142.0,79.0,141.0,118.0
SH4519,P519,22,F,155.3,72.6,synthetic_track,cross_trainers,0,14.54,Below Average,1704215340000,-0.68,1.44,9.04,-0.675,0.081,-0.959,3.51,3.92,3.55,3.56,3.08,2.75,131.0,4.1,645.0,0.51,1.46,0.97,278.0,0.3,7.7,6.8,9.6,89.0,95.0,16.0,forefoot,347.0,63.0,111.0,83.0
SH4520,P520,25,F,157.6,47.6,gym_floor,spikes,1,12.42,Good,1704215370000,-0.13,0.72,8.61,0.387,0.114,-0.408,3.16,3.02,3.06,3.19,2.62,3.22,161.0,3.7,651.0,0.3,1.22,1.02,159.0,0.11,6.8,9.7,7.0,64.0,91.0,12.0,heel,330.0,65.0,132.0,104.0
SH4521,P521,20,F,154.3,45.0,grass,running_shoes,0,14.77,Below Average,1704215400000,2.21,-0.95,8.57,-0.013,0.09,0.048,3.31,3.62,3.93,3.91,2.87,2.71,152.0,3.3,405.0,0.28,1.98,0.82,212.0,0.2,8.4,8.4,9.5,94.0,81.0,18.0,midfoot,127.0,74.0,141.0,125.0
SH4522,P522,31,F,168.5,61.9,concrete,cross_trainers,0,14.25,Below Average,1704215430000,2.13,0.38,9.35,0.186,0.363,-0.189,3.17,3.62,3.31,4.15,2.72,2.81,130.0,3.1,486.0,0.24,1.61,1.16,240.0,0.17,7.4,8.8,9.1,62.0,136.0,25.0,forefoot,225.0,64.0,126.0,101.0
